"","date","fire_scar","site","plot","location","site_notes","plant_species","plant_species_cover","veg_cover_notes"
"1719","2024-07-23","Hess Creek","HeCr5","B","9 m","","Rosa acicularis",4,""
"1720","2024-07-23","Hess Creek","HeCr5","B","9 m","","Picea mariana",0.1,""
"1721","2024-07-23","Hess Creek","HeCr5","B","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",20,""
"1722","2024-07-23","Hess Creek","HeCr5","B","9 m","","Arctostaphylos rubra [Arctous rubra]",1,""
"1723","2024-07-23","Hess Creek","HeCr5","B","9 m","","Vaccinium uliginosum",3,""
"1724","2024-07-23","Hess Creek","HeCr5","B","9 m","","Vaccinium vitis-idaea",3,""
"1725","2024-07-23","Hess Creek","HeCr5","B","9 m","","Unknown 1",3,"Sheperdia or bog Myrtle"
"1726","2024-07-23","Hess Creek","HeCr5","B","9 m","","Petasites frigidus",1,""
"1727","2024-07-23","Hess Creek","HeCr5","B","9 m","","Equisetum scirpoides",0.1,""
"1728","2024-07-23","Hess Creek","HeCr5","B","9 m","","Carex spp",0.1,""
"1729","2024-07-23","Hess Creek","HeCr5","B","9 m","","Litter - herbaceous",8,""
"1730","2024-07-23","Hess Creek","HeCr5","B","9 m","","Calamagrostis canadensis",20,""
"1731","2024-07-23","Hess Creek","HeCr5","B","9 m","","Mertensia paniculata",0.1,""
"1732","2024-08-03","Teklanika ","Tekl1","B","3 m","","Arctostaphylos rubra [Arctous rubra]",1,""
"1733","2024-08-03","Teklanika ","Tekl1","B","3 m","","Saussurea angustifolia",2,""
"1734","2024-08-03","Teklanika ","Tekl1","B","3 m","","Betula nana",2,""
"1735","2024-08-03","Teklanika ","Tekl1","B","3 m","","Rubus chamaemorus",0.1,""
"1736","2024-08-03","Teklanika ","Tekl1","B","3 m","","Potentilla fruticose [Dasiphora fruticosa]",1,""
"1737","2024-08-03","Teklanika ","Tekl1","B","3 m","","Salix spp",1,""
"1738","2024-08-03","Teklanika ","Tekl1","B","3 m","","Calamagrostis canadensis",6,""
"1739","2024-08-03","Teklanika ","Tekl1","B","3 m","","Carex spp",1,""
"1740","2024-08-03","Teklanika ","Tekl1","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",6,""
"1741","2024-08-03","Teklanika ","Tekl1","B","3 m","","Vaccinium uliginosum",10,""
"1742","2024-08-03","Teklanika ","Tekl1","B","3 m","","Vaccinium vitis-idaea",0.1,""
"1743","2024-08-03","Teklanika ","Tekl1","B","3 m","","Coarse woody debris",1,""
"1744","2024-08-03","Teklanika ","Tekl1","B","3 m","","Equisetum scirpoides",0.1,""
"1745","2024-07-15","Lost Horse","LoHo3","B","9 m","","Salix spp",3,""
"1746","2024-07-15","Lost Horse","LoHo3","B","9 m","","Calamagrostis canadensis",0.1,""
"1747","2024-07-15","Lost Horse","LoHo3","B","9 m","","Coarse woody debris",6,""
"1748","2024-07-15","Lost Horse","LoHo3","B","9 m","","Fine Woody Debris",3,""
"1749","2024-07-15","Lost Horse","LoHo3","B","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"1750","2024-07-15","Lost Horse","LoHo3","B","9 m","","Vaccinium uliginosum",0.1,""
"1751","2024-07-15","Lost Horse","LoHo3","B","9 m","","Vaccinium vitis-idaea",0.1,""
"1752","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Rubus chamaemorus",2,""
"1753","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",30,""
"1754","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Betula neoalaskana",0.1,""
"1755","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"1756","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Coarse woody debris",2,""
"1757","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Fine Woody Debris",1,""
"1758","2024-07-16","Shovel Creek","ShCr1","B","3 m","","Equisetum sylvaticum",75,""
"1759","2024-08-02","Teklanika ","Tekl4","C","6 m","","Vaccinium uliginosum",0.1,""
"1760","2024-08-02","Teklanika ","Tekl4","C","6 m","","Vaccinium vitis-idaea",0.1,""
"1761","2024-08-02","Teklanika ","Tekl4","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",7,""
"1762","2024-08-02","Teklanika ","Tekl4","C","6 m","","Salix spp",8,""
"1763","2024-08-02","Teklanika ","Tekl4","C","6 m","","Coarse woody debris",3,""
"1764","2024-08-02","Teklanika ","Tekl4","C","6 m","","Fine Woody Debris",8,""
"1765","2024-08-02","Teklanika ","Tekl4","C","6 m","","Equisetum scirpoides",0.1,""
"1766","2024-07-14","Haystack","Hays3","B","9 m","","Cornus canadensis",5,""
"1767","2024-07-14","Haystack","Hays3","B","9 m","","Vaccinium uliginosum",2,""
"1768","2024-07-14","Haystack","Hays3","B","9 m","","Vaccinium vitis-idaea",4,""
"1769","2024-07-14","Haystack","Hays3","B","9 m","","Calamagrostis canadensis",1,""
"1770","2024-07-14","Haystack","Hays3","B","9 m","","Coarse woody debris",3,""
"1771","2024-07-14","Haystack","Hays3","B","9 m","","Fine Woody Debris",2,""
"1772","2024-07-14","Haystack","Hays3","B","9 m","","Carex spp",12,""
"1773","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Equisetum sylvaticum",85,""
"1774","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Polygonum alpinum",18,""
"1775","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",22,""
"1776","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",8,""
"1777","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Calamagrostis canadensis",3,""
"1778","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Betula neoalaskana",0.1,""
"1779","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Vaccinium vitis-idaea",0.1,""
"1780","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Coarse woody debris",35,""
"1781","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Fine Woody Debris",3,""
"1782","2024-07-16","Shovel Creek","ShCr4","C","6 m","","Litter - herbaceous",1,""
"1783","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Eriophorum vaginatum",4,""
"1784","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Rubus chamaemorus",5,""
"1785","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",4,""
"1786","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Vaccinium uliginosum",0.1,""
"1787","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Vaccinium vitis-idaea",0.1,""
"1788","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Betula nana",4,""
"1789","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Picea mariana",0.1,""
"1790","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Coarse woody debris",2,""
"1791","2024-07-28","McCoy Creek","McCr1","A","9 m","Aligned plot with pole rather than meter","Fine Woody Debris",2,""
"1792","2024-08-01","Munson Creek","MuCr1","B","9 m","Quadrat placed at 9m just to capture seedlings. No other data collected at 9m",NA,NA,NA
"1793","2024-08-07","McCoy Creek","McCr3","C","3 m","","Rubus chamaemorus",3,""
"1794","2024-08-07","McCoy Creek","McCr3","C","3 m","","Vaccinium uliginosum",0.1,""
"1795","2024-08-07","McCoy Creek","McCr3","C","3 m","","Vaccinium vitis-idaea",1,""
"1796","2024-08-07","McCoy Creek","McCr3","C","3 m","","Equisetum sylvaticum",1,""
"1797","2024-08-07","McCoy Creek","McCr3","C","3 m","","Petasites frigidus",0.1,""
"1798","2024-08-07","McCoy Creek","McCr3","C","3 m","","Coarse woody debris",1,""
"1799","2024-08-07","McCoy Creek","McCr3","C","3 m","","Calamagrostis canadensis",3,""
"1800","2024-08-07","McCoy Creek","McCr3","C","3 m","","Picea mariana",0.1,""
"1801","2024-07-18","Lost Horse","LoHo5","B","6 m","","Cornus canadensis",0.1,""
"1802","2024-07-18","Lost Horse","LoHo5","B","6 m","","Vaccinium vitis-idaea",0.1,""
"1803","2024-07-18","Lost Horse","LoHo5","B","6 m","","Betula nana",1,""
"1804","2024-07-18","Lost Horse","LoHo5","B","6 m","","Vaccinium uliginosum",0.1,""
"1805","2024-07-18","Lost Horse","LoHo5","B","6 m","","Coarse woody debris",1,""
"1806","2024-07-18","Lost Horse","LoHo5","B","6 m","","Fine Woody Debris",1,""
"1807","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",4,""
"1808","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Betula neoalaskana",20,""
"1809","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Picea mariana",0.1,""
"1810","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Coarse woody debris",35,""
"1811","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Fine Woody Debris",5,""
"1812","2024-07-16","Shovel Creek","ShCr4","B","3 m","","Litter - herbaceous",2,""
"1813","2024-08-03","Teklanika ","Tekl2","A","6 m","","Equisetum arvense",8,""
"1814","2024-08-03","Teklanika ","Tekl2","A","6 m","","Carex spp",1,""
"1815","2024-08-03","Teklanika ","Tekl2","A","6 m","","Coarse woody debris",2,""
"1816","2024-08-03","Teklanika ","Tekl2","A","6 m","","Fine Woody Debris",0.1,""
"1817","2024-08-03","Teklanika ","Tekl2","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",28,""
"1818","2024-07-23","Hess Creek","HeCr4","C","6 m","","Calamagrostis canadensis",22,""
"1819","2024-07-23","Hess Creek","HeCr4","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",22,""
"1820","2024-07-23","Hess Creek","HeCr4","C","6 m","","Rubus chamaemorus",1,""
"1821","2024-07-23","Hess Creek","HeCr4","C","6 m","","Arctostaphylos rubra [Arctous rubra]",4,""
"1822","2024-07-23","Hess Creek","HeCr4","C","6 m","","Vaccinium uliginosum",3,""
"1823","2024-07-23","Hess Creek","HeCr4","C","6 m","","Vaccinium vitis-idaea",0.01,""
"1824","2024-07-23","Hess Creek","HeCr4","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",0.01,""
"1825","2024-07-23","Hess Creek","HeCr4","C","6 m","","Betula neoalaskana",0.01,""
"1826","2024-07-23","Hess Creek","HeCr4","C","6 m","","Equisetum arvense",2,""
"1827","2024-07-23","Hess Creek","HeCr4","C","6 m","","Equisetum scirpoides",1,""
"1828","2024-07-23","Hess Creek","HeCr4","C","6 m","","Litter - herbaceous",12,""
"1829","2024-07-23","Hess Creek","HeCr4","C","6 m","","Coarse woody debris",0.01,""
"1830","2024-07-25","Haystack","Hays6","B","3 m","","Cornus canadensis",1,""
"1831","2024-07-25","Haystack","Hays6","B","3 m","","Vaccinium vitis-idaea",9,""
"1832","2024-07-25","Haystack","Hays6","B","3 m","","Coarse woody debris",7,""
"1833","2024-07-25","Haystack","Hays6","B","3 m","","Fine Woody Debris",7,""
"1834","2024-07-25","Haystack","Hays6","B","3 m","","Betula nana",22,""
"1835","2024-07-25","Haystack","Hays6","B","3 m","","Vaccinium uliginosum",1,""
"1836","2024-07-15","Lost Horse","LoHo2","A","9 m","","Betula nana",1,""
"1837","2024-07-15","Lost Horse","LoHo2","A","9 m","","Vaccinium uliginosum",1,""
"1838","2024-07-15","Lost Horse","LoHo2","A","9 m","","Vaccinium vitis-idaea",0.1,""
"1839","2024-07-15","Lost Horse","LoHo2","A","9 m","","Unknown grass 1",0.1,""
"1840","2024-07-15","Lost Horse","LoHo2","A","9 m","","Coarse woody debris",3,""
"1841","2024-07-15","Lost Horse","LoHo2","A","9 m","","Fine Woody Debris",3,""
"1842","2024-08-05","Dry Creek","DrCr3","A","6 m","","Salix spp",13,""
"1843","2024-08-05","Dry Creek","DrCr3","A","6 m","","Chamaedaphne calyculata",5,""
"1844","2024-08-05","Dry Creek","DrCr3","A","6 m","","Vaccinium uliginosum",5,""
"1845","2024-08-05","Dry Creek","DrCr3","A","6 m","","Eriophorum vaginatum",14,""
"1846","2024-08-05","Dry Creek","DrCr3","A","6 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",13,""
"1847","2024-08-05","Dry Creek","DrCr3","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",18,""
"1848","2024-08-05","Dry Creek","DrCr3","A","6 m","","Vaccinium vitis-idaea",1,""
"1849","2024-08-05","Dry Creek","DrCr3","A","6 m","","Calamagrostis canadensis",6,""
"1850","2024-08-05","Dry Creek","DrCr3","A","6 m","","Picea mariana",0.1,""
"1851","2024-08-05","Dry Creek","DrCr3","A","6 m","","Coarse woody debris",0.1,""
"1852","2024-08-01","Munson Creek","MuCr1","C","3 m","","Vaccinium vitis-idaea",1,""
"1853","2024-08-01","Munson Creek","MuCr1","C","3 m","","Vaccinium uliginosum",4,""
"1854","2024-08-01","Munson Creek","MuCr1","C","3 m","","Rosa acicularis",3,""
"1855","2024-08-01","Munson Creek","MuCr1","C","3 m","","Calamagrostis canadensis",4,""
"1856","2024-08-01","Munson Creek","MuCr1","C","3 m","","Eriophorum vaginatum",6,""
"1857","2024-08-01","Munson Creek","MuCr1","C","3 m","","Carex spp",2,""
"1858","2024-08-01","Munson Creek","MuCr1","C","3 m","","Coarse woody debris",0.1,""
"1859","2024-08-01","Munson Creek","MuCr1","C","3 m","","Fine Woody Debris",1,""
"1860","2024-08-01","Munson Creek","MuCr1","C","3 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",7,""
"1861","2024-08-01","Munson Creek","MuCr1","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",1,""
"1862","2024-08-01","Munson Creek","MuCr1","C","3 m","","Rubus chamaemorus",0.1,""
"1863","2024-08-01","Munson Creek","MuCr1","C","3 m","","Salix spp",3,""
"1864","2024-07-15","Lost Horse","LoHo3","B","3 m","","Salix spp",3,""
"1865","2024-07-15","Lost Horse","LoHo3","B","3 m","","Calamagrostis canadensis",0.1,""
"1866","2024-07-15","Lost Horse","LoHo3","B","3 m","","Coarse woody debris",3,""
"1867","2024-07-15","Lost Horse","LoHo3","B","3 m","","Fine Woody Debris",2,""
"1868","2024-07-15","Lost Horse","LoHo3","B","3 m","","Vaccinium uliginosum",0.1,""
"1869","2024-07-14","Haystack","Hays3","B","6 m","","Cornus canadensis",9,""
"1870","2024-07-14","Haystack","Hays3","B","6 m","","Betula nana",8,""
"1871","2024-07-14","Haystack","Hays3","B","6 m","","Vaccinium uliginosum",0.1,""
"1872","2024-07-14","Haystack","Hays3","B","6 m","","Coarse woody debris",1,""
"1873","2024-07-14","Haystack","Hays3","B","6 m","","Fine Woody Debris",1,""
"1874","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Polygonum alpinum",12,""
"1875","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",10,""
"1876","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Calamagrostis canadensis",0.1,""
"1877","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Coarse woody debris",18,""
"1878","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Fine Woody Debris",4,""
"1879","2024-07-16","Shovel Creek","ShCr3","B","3 m","","Litter - herbaceous",4,""
"1880","2024-08-03","Teklanika ","Tekl2","C","3 m","","Epilobium angustifolium [Chamerion angustifolium]",22,""
"1881","2024-08-03","Teklanika ","Tekl2","C","3 m","","Coarse woody debris",27,""
"1882","2024-08-03","Teklanika ","Tekl2","C","3 m","","Fine Woody Debris",2,""
"1883","2024-08-03","Teklanika ","Tekl2","C","3 m","","Picea mariana",0.1,""
"1884","2024-08-03","Teklanika ","Tekl2","C","3 m","","Equisetum arvense",0.1,""
"1885","2024-08-01","Munson Creek","MuCr3","C","3 m","","Betula nana",4,""
"1886","2024-08-01","Munson Creek","MuCr3","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",6,""
"1887","2024-08-01","Munson Creek","MuCr3","C","3 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",1,""
"1888","2024-08-01","Munson Creek","MuCr3","C","3 m","","Equisetum sylvaticum",6,""
"1889","2024-08-01","Munson Creek","MuCr3","C","3 m","","Eriophorum vaginatum",9,""
"1890","2024-08-01","Munson Creek","MuCr3","C","3 m","","Picea mariana",2,""
"1891","2024-08-01","Munson Creek","MuCr3","C","3 m","","Vaccinium uliginosum",3,""
"1892","2024-08-01","Munson Creek","MuCr3","C","3 m","","Oxycoccus microcarpos [Vaccinium oxycoccos]",1,""
"1893","2024-08-01","Munson Creek","MuCr3","C","3 m","","Salix spp",4,""
"1894","2024-08-01","Munson Creek","MuCr3","C","3 m","","Calamagrostis canadensis",2,""
"1895","2024-08-01","Munson Creek","MuCr3","C","3 m","","Coarse woody debris",0.1,""
"1896","2024-08-01","Munson Creek","MuCr3","C","3 m","","Pyrola spp",0.1,""
"1897","2024-08-01","Munson Creek","MuCr3","C","3 m","","Chamaedaphne calyculata",2,""
"1898","2024-08-01","Munson Creek","MuCr3","C","3 m","","Empetrum nigrum",2,""
"1899","2024-08-01","Munson Creek","MuCr3","C","3 m","","Vaccinium vitis-idaea",0.1,""
"1900","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Epilobium angustifolium [Chamerion angustifolium]",3,""
"1901","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Picea mariana",0.1,""
"1902","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Coarse woody debris",0.1,""
"1903","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Fine Woody Debris",1,""
"1904","2024-07-16","Shovel Creek","ShCr3","B","6 m","","Litter - herbaceous",4,""
"1905","2024-07-22","Hess Creek","HeCr1","C","6 m","","Coarse woody debris",5,""
"1906","2024-07-22","Hess Creek","HeCr1","C","6 m","","Fine Woody Debris",0.1,""
"1907","2024-07-22","Hess Creek","HeCr1","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"1908","2024-07-22","Hess Creek","HeCr1","C","6 m","","Rubus idaeus",2,""
"1909","2024-07-22","Hess Creek","HeCr1","C","6 m","","Rosa acicularis",13,""
"1910","2024-07-22","Hess Creek","HeCr1","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"1911","2024-07-22","Hess Creek","HeCr1","C","6 m","","Calamagrostis canadensis",40,""
"1912","2024-07-22","Hess Creek","HeCr1","C","6 m","","Grass litter",30,""
"1913","2024-07-22","Hess Creek","HeCr1","C","6 m","","Unknown grass 1",3,""
"1914","2024-07-29","McCoy Creek","McCr2","C","3 m","","Calamagrostis canadensis",3,""
"1915","2024-07-29","McCoy Creek","McCr2","C","3 m","","Eriophorum vaginatum",2,""
"1916","2024-07-29","McCoy Creek","McCr2","C","3 m","","Equisetum arvense",1,""
"1917","2024-07-29","McCoy Creek","McCr2","C","3 m","","Equisetum sylvaticum",1,""
"1918","2024-07-29","McCoy Creek","McCr2","C","3 m","","Fine Woody Debris",2,""
"1919","2024-07-29","McCoy Creek","McCr2","C","3 m","","Coarse woody debris",3,""
"1920","2024-07-29","McCoy Creek","McCr2","C","3 m","","Rubus chamaemorus",5,""
"1921","2024-07-29","McCoy Creek","McCr2","C","3 m","","Vaccinium vitis-idaea",1,""
"1922","2024-07-29","McCoy Creek","McCr2","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"1923","2024-07-29","McCoy Creek","McCr2","C","3 m","","Vaccinium uliginosum",0.1,""
"1924","2024-07-28","McCoy Creek","McCr1","C","3 m","","Fine Woody Debris",8,""
"1925","2024-07-28","McCoy Creek","McCr1","C","3 m","","Coarse woody debris",4,""
"1926","2024-07-28","McCoy Creek","McCr1","C","3 m","","Betula nana",0.1,""
"1927","2024-07-28","McCoy Creek","McCr1","C","3 m","","Rubus chamaemorus",9,""
"1928","2024-07-28","McCoy Creek","McCr1","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",6,""
"1929","2024-07-28","McCoy Creek","McCr1","C","3 m","","Vaccinium vitis-idaea",2,""
"1930","2024-07-28","McCoy Creek","McCr1","C","3 m","","Picea mariana",0.1,""
"1931","2024-07-28","McCoy Creek","McCr1","C","3 m","","Eriophorum vaginatum",20,""
"1932","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Polygonum alpinum",5,""
"1933","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Epilobium angustifolium [Chamerion angustifolium]",3,""
"1934","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Picea mariana",0.1,""
"1935","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Betula neoalaskana",0.1,""
"1936","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Calamagrostis canadensis",0.1,""
"1937","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Coarse woody debris",6,""
"1938","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Fine Woody Debris",2,""
"1939","2024-07-16","Shovel Creek","ShCr3","A","3 m","","Litter - herbaceous",2,""
"1940","2024-07-29","McCoy Creek","McCr2","B","3 m","","Equisetum sylvaticum",4,""
"1941","2024-07-29","McCoy Creek","McCr2","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"1942","2024-07-29","McCoy Creek","McCr2","B","3 m","","Calamagrostis canadensis",2,""
"1943","2024-07-29","McCoy Creek","McCr2","B","3 m","","Rubus chamaemorus",0.1,""
"1944","2024-07-29","McCoy Creek","McCr2","B","3 m","","Carex spp",0.1,""
"1945","2024-07-29","McCoy Creek","McCr2","B","3 m","","Vaccinium uliginosum",0.1,""
"1946","2024-07-29","McCoy Creek","McCr2","B","3 m","","Vaccinium vitis-idaea",0.1,""
